basin,year,month,ET_mm
Yangtze Basin,2005,9,78.31043848805827
Yangtze Basin,2005,10,35.037496589783764
Yangtze Basin,2005,11,37.05690978305837
Yangtze Basin,2005,12,24.64327298866494
Yangtze Basin,2006,1,31.214460361060443
Yangtze Basin,2006,2,39.328890303188444
Yangtze Basin,2006,3,46.94820511553576
Yangtze Basin,2006,4,41.16945326685732
Yangtze Basin,2006,5,68.82864052939495
Yangtze Basin,2006,6,89.94016320863577
Yangtze Basin,2006,7,104.58015996552088
Yangtze Basin,2006,8,93.1114839719174
Yangtze Basin,2006,9,63.6660891083646
Yangtze Basin,2006,10,35.835389100096215
Yangtze Basin,2006,11,33.34081002584294
Yangtze Basin,2006,12,25.057074406921483
Yangtze Basin,2007,1,28.41196154608623
Yangtze Basin,2007,2,37.49821820091072
Yangtze Basin,2007,3,43.20613646860632
Yangtze Basin,2007,4,38.021566419926096
Yangtze Basin,2007,5,67.39929380000429
Yangtze Basin,2007,6,87.96088133880292
Yangtze Basin,2007,7,102.0431949369143
Yangtze Basin,2007,8,100.04712483952794
Yangtze Basin,2007,9,75.32886595059537
Yangtze Basin,2007,10,34.68223906922386
Yangtze Basin,2007,11,32.44194651306032
Yangtze Basin,2007,12,25.507693537888557
Yangtze Basin,2008,1,29.35743318979288
Yangtze Basin,2008,2,33.97596135887789
Yangtze Basin,2008,3,44.94279300236761
Yangtze Basin,2008,4,58.24256809984867
Yangtze Basin,2008,5,54.29680517778643
Yangtze Basin,2008,6,88.81538905543268
Yangtze Basin,2008,7,104.31014344127524
Yangtze Basin,2008,8,94.08210618467534
Yangtze Basin,2008,9,78.90172865668009
Yangtze Basin,2008,10,47.964009519129654
Yangtze Basin,2008,11,24.578611335459808
Yangtze Basin,2008,12,26.83256172796282
Yangtze Basin,2009,1,29.620957441144448
Yangtze Basin,2009,2,38.119810313938096
Yangtze Basin,2009,3,45.86414624891512
Yangtze Basin,2009,4,42.65788554287326
Yangtze Basin,2009,5,74.71083068127543
Yangtze Basin,2009,6,89.79316953030872
Yangtze Basin,2009,7,108.21691240447169
Yangtze Basin,2009,8,103.89782986200612
Yangtze Basin,2009,9,75.05222286990413
Yangtze Basin,2009,10,36.154120027976326
Yangtze Basin,2009,11,33.45150949551734
Yangtze Basin,2009,12,25.841344910214712
Yangtze Basin,2010,1,30.504167170740654
Yangtze Basin,2010,2,36.75500657254686
Yangtze Basin,2010,3,42.60716131677325
Yangtze Basin,2010,4,39.58678491484815
Yangtze Basin,2010,5,71.4955360212479
Yangtze Basin,2010,6,92.48464248893583
Yangtze Basin,2010,7,104.41592756144703
Yangtze Basin,2010,8,99.00304025455844
Yangtze Basin,2010,9,77.83248729796954
Yangtze Basin,2010,10,37.74351865234675
Yangtze Basin,2010,11,35.598768542235256
Yangtze Basin,2010,12,24.89087377464267
Yangtze Basin,2011,1,28.675128658853644
Yangtze Basin,2011,2,37.96839381461044
Yangtze Basin,2011,3,43.554275894129155
Yangtze Basin,2011,4,41.61488905049156
Yangtze Basin,2011,5,70.97824457214438
Yangtze Basin,2011,6,94.98193877712588
Yangtze Basin,2011,7,102.57984076402036
Yangtze Basin,2011,8,98.72260312251352
Yangtze Basin,2011,9,69.97697360949896
Yangtze Basin,2011,10,37.819105112189185
Yangtze Basin,2011,11,38.31086546738498
Yangtze Basin,2011,12,25.551877825458902
Yangtze Basin,2012,1,28.587026554414063
Yangtze Basin,2012,2,33.004541785839855
Yangtze Basin,2012,3,39.15678957266072
Yangtze Basin,2012,4,60.648514185594514
Yangtze Basin,2012,5,55.980113471808224
Yangtze Basin,2012,6,92.33509992426865
Yangtze Basin,2012,7,110.70822810413117
Yangtze Basin,2012,8,101.21949780544428
Yangtze Basin,2012,9,72.95130894565288
Yangtze Basin,2012,10,48.105820275740705
Yangtze Basin,2012,11,25.38069234989097
Yangtze Basin,2012,12,26.565609232745736
Yangtze Basin,2013,1,31.435203888848672
Yangtze Basin,2013,2,38.40153067953045
Yangtze Basin,2013,3,46.07550846871126
Yangtze Basin,2013,4,43.99331361265861
Yangtze Basin,2013,5,79.2538178694764
Yangtze Basin,2013,6,100.88564226441407
Yangtze Basin,2013,7,111.03384058296211
Yangtze Basin,2013,8,94.40438578180176
Yangtze Basin,2013,9,75.71024889546068
Yangtze Basin,2013,10,36.588603663367635
Yangtze Basin,2013,11,35.367760216834476
Yangtze Basin,2013,12,23.929052487796294
Yangtze Basin,2014,1,28.885942414458707
Yangtze Basin,2014,2,37.596224282628114
Yangtze Basin,2014,3,47.387515090684616
Yangtze Basin,2014,4,49.31364731749933
Yangtze Basin,2014,5,74.84081431717941
Yangtze Basin,2014,6,91.26125358090736
Yangtze Basin,2014,7,109.92266666022356
Yangtze Basin,2014,8,96.0829496820815
Yangtze Basin,2014,9,81.7905681493492
Yangtze Basin,2014,10,40.2639918004486
Yangtze Basin,2014,11,37.7568524454751
Yangtze Basin,2014,12,25.31374768831311
Yangtze Basin,2015,1,30.821321054280553
Yangtze Basin,2015,2,38.504152907902366
Yangtze Basin,2015,3,53.64474269336127
Yangtze Basin,2015,4,47.24959198681176
Yangtze Basin,2015,5,83.51334479961288
Yangtze Basin,2015,6,97.88956488446456
Yangtze Basin,2015,7,103.6893237654218
Yangtze Basin,2015,8,96.97799420063484
Yangtze Basin,2015,9,75.61354779950975
Yangtze Basin,2015,10,37.78827026169626
Yangtze Basin,2015,11,37.8343322857776
Yangtze Basin,2015,12,26.44216598092914
Yangtze Basin,2016,1,30.151642827684288
Yangtze Basin,2016,2,37.33294936627275
Yangtze Basin,2016,3,48.34890886778894
Yangtze Basin,2016,4,66.64670995867608
Yangtze Basin,2016,5,62.66740887784378
Yangtze Basin,2016,6,97.4188078817201
Yangtze Basin,2016,7,111.28865188760928
Yangtze Basin,2016,8,102.39253919006674
Yangtze Basin,2016,9,78.43543555299522
Yangtze Basin,2016,10,53.4117581689113
Yangtze Basin,2016,11,28.339685602344975
Yangtze Basin,2016,12,29.279679054629973
Yangtze Basin,2017,1,32.20010435031387
Yangtze Basin,2017,2,39.47413804111622
Yangtze Basin,2017,3,50.96326315506536
Yangtze Basin,2017,4,49.341991120089496
Yangtze Basin,2017,5,82.33061380203338
Yangtze Basin,2017,6,97.52598865604334
Yangtze Basin,2017,7,110.46496302631029
Yangtze Basin,2017,8,103.564973600658
Yangtze Basin,2017,9,83.86493083878527
Yangtze Basin,2017,10,41.48238483678199
Yangtze Basin,2017,11,37.68044095301603
Yangtze Basin,2017,12,25.97420491968064
Yangtze Basin,2018,1,30.22326645950273
Yangtze Basin,2018,2,40.40872819724746
Yangtze Basin,2018,3,49.93983148108495
Yangtze Basin,2018,4,49.684250562872414
Yangtze Basin,2018,5,84.05787696513356
Yangtze Basin,2018,6,101.523817028397
Yangtze Basin,2018,7,110.2890441736945
Yangtze Basin,2018,8,107.38890530144216
Yangtze Basin,2018,9,73.38521797956267
Yangtze Basin,2018,10,35.54284821094899
Yangtze Basin,2018,11,37.03624234115936
Yangtze Basin,2018,12,25.713222165226544
Yangtze Basin,2019,1,30.480910493764863
Yangtze Basin,2019,2,38.28032992654968
Yangtze Basin,2019,3,49.475067528800416
Yangtze Basin,2019,4,50.07383493924672
Yangtze Basin,2019,5,80.51196256147227
Yangtze Basin,2019,6,96.54954528009505
Yangtze Basin,2019,7,107.10941663269224
Yangtze Basin,2019,8,102.366240107373
Yangtze Basin,2019,9,76.64792352680294
Yangtze Basin,2019,10,37.28096247585811
Yangtze Basin,2019,11,36.92645752447226
Yangtze Basin,2019,12,25.85185849655489
Yangtze Basin,2020,1,30.948480709863425
Yangtze Basin,2020,2,40.632212339727744
Yangtze Basin,2020,3,50.05145368690034
Yangtze Basin,2020,4,67.05194296524209
Yangtze Basin,2020,5,60.7452594498469
Yangtze Basin,2020,6,100.18809564880527
Yangtze Basin,2020,7,109.47728815028889
Yangtze Basin,2020,8,106.34495913655104
Yangtze Basin,2020,9,74.32038679350619
Yangtze Basin,2020,10,50.26276082751881
Yangtze Basin,2020,11,27.475143834486783
Yangtze Basin,2020,12,27.31002138124132
Yangtze Basin,2021,1,29.80512052412102
Yangtze Basin,2021,2,39.93629869030639
Yangtze Basin,2021,3,51.00219716880822
Yangtze Basin,2021,4,48.13070775619415
Yangtze Basin,2021,5,82.9285915001099
Yangtze Basin,2021,6,100.30144957052194
Yangtze Basin,2021,7,112.423700820297
Yangtze Basin,2021,8,103.12254346013802
Yangtze Basin,2021,9,86.70941911836346
Yangtze Basin,2021,10,38.953933322378134
Yangtze Basin,2021,11,36.44891461167887
Yangtze Basin,2021,12,26.650633305415397
Yangtze Basin,2022,1,30.16014423587547
Yangtze Basin,2022,2,39.00711916887114
Yangtze Basin,2022,3,52.36266539117779
Yangtze Basin,2022,4,50.936616504801385
Yangtze Basin,2022,5,81.64421045430574
Yangtze Basin,2022,6,99.15164871924156
Yangtze Basin,2022,7,108.84331896371144
Yangtze Basin,2022,8,96.25601295653654
Yangtze Basin,2022,9,71.36039489151324
Yangtze Basin,2022,10,36.73402586935269
Yangtze Basin,2022,11,38.961953643099704
Yangtze Basin,2022,12,24.32139732482
Yangtze Basin,2023,1,28.680679603446663
Yangtze Basin,2023,2,36.84482530785035
Yangtze Basin,2023,3,48.7553098654404
Yangtze Basin,2023,4,45.39042128171901
Yangtze Basin,2023,5,80.47339532740833
Yangtze Basin,2023,6,93.92509662319792
Yangtze Basin,2023,7,105.77560025323235
Yangtze Basin,2023,8,101.91000165583688
Yangtze Basin,2023,9,82.57504681386779
Yangtze Basin,2023,10,41.58813489777461
Yangtze Basin,2023,11,37.85608583205327
Yangtze Basin,2023,12,27.326002452824753
Yangtze Basin,2024,1,31.233492344547862
Yangtze Basin,2024,2,40.40457761456798
Yangtze Basin,2024,3,51.49518773957262
Yangtze Basin,2024,4,68.32830085711704
Yangtze Basin,2024,5,62.864771071193005
Yangtze Basin,2024,6,95.25749343576663
Yangtze Basin,2024,7,112.57278888840165
Yangtze Basin,2024,8,99.48067664837772
Yangtze Basin,2024,9,79.65097008426623
Yangtze Basin,2024,10,51.124896469538214
Yangtze Basin,2024,11,26.69712805975487
Yangtze Basin,2024,12,25.792552831560887
