year,month,forest,savannas,shrublands_grasslands,croplands,other,total_burned_area
2010,9,665.442,82729.454,170653.643,26918.198999999997,4786.888999999999,285753.62700000004
2010,10,1030.362,80647.26400000001,1036779.927,99623.091,43811.836,1261892.48
2010,11,4915.685,1717891.898,6053632.177,803725.005,8436.087,8588600.852
2010,12,233570.102,13466440.145,4883377.485,725288.724,4464.901,19313141.357
2011,1,879091.668,9382129.564,3870252.9450000003,635003.29,4808.353,14771285.82
2011,2,1056979.306,3525876.042,2861571.844,387072.51900000003,5216.206,7836715.917
2011,3,174989.74999999997,1365100.369,1280632.179,198859.79700000002,21272.677,3040854.772
2011,4,5151.807,490173.08,498072.521,97476.505,10368.012999999999,1101241.9260000002
2011,5,7276.929,155498.743,202551.927,24878.939,6804.6810000000005,397011.219
2011,6,125704.118,532718.429,170954.168,1931.929,686.908,831995.5520000001
2011,7,104302.649,682442.858,293094.952,12900.986,1652.872,1094394.317
2011,8,2468.5750000000003,116087.41200000001,147964.223,3584.801,85.864,270190.875
2011,9,150.262,20371.109,33357.961,6590.023,558.113,61027.468
2011,10,1781.668,84189.132,1137368.981,164342.682,2447.1099999999997,1390129.573
2011,11,7706.245,2315136.722,5301811.642,803038.0970000001,515.18,8428207.886
2011,12,649041.964,14304424.678,4717854.187,598339.586,3048.153,20272708.568
2012,1,1218230.905,9304058.205,4586375.753,770281.187,4658.094,15883604.144
2012,2,749480.7609999999,4140121.835,2899308.835,378486.174,3155.485,8170553.09
2012,3,79831.563,1244462.19,1308988.594,130190.491,3692.132,2767164.97
2012,4,12493.135,421052.98699999996,504726.94,80239.412,22753.818,1041266.2919999999
2012,5,1867.53,124695.224,132208.276,19963.257,858.6350000000001,279592.922
2012,6,79466.641,485751.112,258534.90800000002,1545.542,214.65900000000002,825512.8620000001
2012,7,108746.083,382886.675,465744.925,3949.72,343.455,961670.8579999999
2012,8,7534.52,118427.18999999999,259694.06100000002,6268.035,3069.62,394993.426
2012,9,300.522,28656.934,136716.109,19233.417999999998,2361.247,187268.23
2012,10,665.442,203410.55800000002,2614971.958,304965.578,28485.208000000002,3152498.7440000004
2012,11,7706.246999999999,2209116.808,6451330.3,917086.252,18374.782,9603614.389
2012,12,202573.38999999998,11023924.965,5499061.497,729216.981,2039.257,17456816.09
2013,1,1023234.967,9578112.937,4299742.0200000005,509964.616,7126.668,15418181.208000002
2013,2,526085.477,2582000.391,2633797.5270000002,296271.901,28828.66,6066983.955999999
2013,3,71438.406,1094372.8530000001,1199791.724,166102.88199999998,3820.926,2535526.791
2013,4,25780.506,641722.102,668039.259,102757.10500000001,8221.428,1446520.4000000001
2013,5,1137.69,153480.954,204977.567,27690.972999999998,9316.187,396603.371
2013,6,38810.289000000004,394585.57300000003,510522.723,39604.528999999995,4894.218,988417.3319999999
2013,7,72704.892,438290.077,400445.755,49049.507999999994,2318.3160000000003,962808.548
2013,8,6268.034000000001,150862.121,247308.257,24020.307,880.1,429338.819
2013,9,944.499,46623.866,131650.168,44949.528,11806.227,235974.288
2013,10,751.307,144808.73799999998,2778391.603,261046.414,63216.98100000001,3248215.043
2013,11,7341.326,2646011.601,5015414.036,567364.342,8758.075,8244889.38
2013,12,264974.67,11122753.816000002,4943331.656,752979.695,2640.304,17086680.141000003
2014,1,831437.44,9414221.038,3986340.3630000004,554313.095,2318.314,14788630.25
2014,2,613580.355,2719746.854,2014657.512,345643.402,18975.827999999998,5712603.950999999
2014,3,44949.527,999042.931,1226087.412,172971.96,4529.299,2447581.129
2014,4,1159.1570000000002,138111.392,279678.784,35976.792,4743.956,459670.081
2014,5,4507.832,105934.056,341779.539,5538.195,29944.886000000002,487704.508
2014,6,117010.44300000001,443849.74,217771.222,6568.556,3176.948,788376.909
2014,7,47868.885,430605.29900000006,359166.893,17387.351,1416.7469999999998,856445.175
2014,8,3155.482,98571.263,86636.241,9316.188,257.59,197936.764
2014,9,236.125,49521.755,95179.658,35805.07,1609.942,182352.55000000002
2014,10,751.3059999999999,61950.495,1386931.155,126219.3,71502.804,1647355.06
2014,11,5838.716,2408427.3850000002,5225307.288,637149.873,8715.142,8285438.404
2014,12,282576.68,13191118.931,4425768.13,736772.966,6783.216,18643019.923
2015,1,704080.4480000001,7818920.713,4187926.32,578998.841,9681.108,13299607.43
2015,2,591899.829,2949517.499,2872476.504,395658.869,17108.298,6826660.999000001
2015,3,47761.557,1319528.332,1520878.173,144229.164,11784.762,3044181.988
2015,4,6010.440999999999,463855.929,571464.321,87816.863,3735.061,1132882.615
2015,5,1652.8719999999998,37736.994,142168.439,16915.104,515.182,198988.59100000001
2015,6,95888.029,355474.764,105654.99799999999,2318.316,2962.29,562298.397
2015,7,72812.221,474116.609,306253.531,8049.701999999999,1481.145,862713.2080000001
2015,8,14489.462,211911.044,487640.109,21444.399,1567.01,737052.024
2015,9,4615.162,311534.132,521148.329,36513.438,1180.623,874991.684
2015,10,1330.884,361270.546,2111232.449,228396.83,751.306,2702982.015
2015,11,10861.729,2660737.187,5700110.809,554999.999,6096.3060000000005,8932806.03
2015,12,249927.096,12747762.906,4557160.702,566441.307,4228.776,18125520.787
2016,1,1048629.0850000002,8969469.736,3524394.8929999997,612464.126,10325.085,14165282.925
2016,2,749180.237,3162373.04,1667425.6469999999,379752.662,20585.768,5979317.353999999
2016,3,22431.832,575650.168,753838.331,106341.906,3949.719,1462211.956
2016,4,1116.2250000000001,189350.416,384496.618,93033.07,3906.787,671903.1160000002
2016,5,107.33,42523.886,128923.997,12664.862000000001,14017.212,198237.28699999998
2016,6,52870.432,319970.22,514064.593,15691.55,214.66000000000003,902811.4550000001
2016,7,78929.99399999999,295520.593,600335.912,26939.664,729.841,1002456.0040000001
2016,8,34796.171,236253.337,220432.995,17280.022,6332.432,515094.957
2016,9,1524.078,141996.717,196262.423,53106.557,3434.54,396324.315
2016,10,2404.178,348777.412,3482192.996,274827.501,13158.578,4121360.665
2016,11,12192.615,4353385.227,7010773.738,983050.8589999999,5151.81,12364554.249
2016,12,599906.5939999999,15976916.261,4527752.467,651832.527,25093.602000000003,21781501.451
2017,1,892529.299,6366282.539,2413944.113,543022.05,22238.641,10238016.642
2017,2,442282.731,1745647.262,1092054.535,173186.622,14747.052000000001,3467918.202
2017,3,52290.854,923225.487,648934.637,115421.969,6396.8279999999995,1746269.7750000001
2017,4,3928.2540000000004,257912.39599999998,364533.357,61413.85,32456.392,720244.249
2017,5,107.33000000000001,50208.666000000005,126949.139,9208.859,27905.629,214379.62300000002
2017,6,150.262,38638.563,39046.415,14446.529,3541.868,95823.637
2017,7,128.79500000000002,9595.242,34044.865,18739.701,257.592,62766.195
2017,8,0.0,42.932,3091.085,4078.5149999999994,64.398,7276.929999999999
2017,9,42.932,1502.6109999999999,25973.704,13265.907,15820.345000000001,56605.499
2017,10,343.454,46881.454,2806340.164,323039.836,55660.995,3232265.903
2017,11,8114.101000000001,2799342.295,5550214.656,715135.372,2490.041,9075296.465
2017,12,395079.289,15567540.707,3906186.813,653850.323,2296.8469999999998,20524953.979
2018,1,661170.183,6321225.683,2688063.238,377327.018,2769.096,10050555.218
2018,2,761050.863,3035230.706,1908594.667,259736.996,8071.167,5972684.399
2018,3,31168.440000000002,1121140.785,1036844.323,144701.411,6547.09,2340402.0489999996
2018,4,1094.76,324478.051,420945.661,72747.824,14489.461000000001,833755.7570000001
2018,5,150.261,110248.695,109196.865,20199.38,3069.6189999999997,242864.82
2018,6,1287.952,64011.217000000004,109046.608,10432.413,3305.7439999999997,188083.934
2018,7,34882.035,251816.088,571807.774,62487.142,1502.612,922495.651
2018,8,137166.893,308657.706,286676.659,12020.886999999999,1438.2140000000002,745960.359
2018,9,5280.604,270341.13,549697.932,17365.888,22582.093,865267.647
2018,10,1287.953,668210.986,2272698.701,182567.201,65063.043,3189827.8839999996
2018,11,51239.025,7375693.483,7209290.079,702921.294,43446.915,15382590.796
2018,12,382822.27999999997,12929342.681,4442060.723999999,453573.77499999997,17966.933,18225766.392999995
2019,1,1060456.78,6091111.587,2564999.423,470467.415,25544.384000000002,10212579.589
2019,2,380911.815,1852998.067,1039978.34,248445.948,29472.638,3551806.8079999997
2019,3,49951.075000000004,1198289.111,870269.1950000001,174860.955,17258.558,2310628.8940000003
2019,4,5473.795999999999,277489.27,406842.583,106449.23899999999,24685.747,820940.6349999999
