basin,model,feature,value,abs_normalized
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_autocorr_3,0.003831373526321056,0.013964332272402574
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_variance_3,0.03583638991738668,0.13061406120073257
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_skew_3,0.06031019739596932,0.2198145469413914
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_autocorr_6,0.08285369392262411,0.30197956528723807
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_variance_6,0.032165224060358454,0.11723364305500626
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_skew_6,0.030744150916615372,0.11205421133781973
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_autocorr_12,0.028226914214115457,0.1028795564834942
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_variance_12,0.08256764147434947,0.3009369805829279
Ganges / Bhramaputra Basin,Gradient Boosting,rolling_skew_12,0.04923119229024784,0.17943453505241874
Ganges / Bhramaputra Basin,Gradient Boosting,month_sin,0.003014453758928577,0.010986878105276173
Ganges / Bhramaputra Basin,Gradient Boosting,month_cos,0.05092266981855573,0.18559951846484896
Mekong Basin,Logistic Regression,anomaly_lag1,-0.34828137186929536,0.38710098085706957
Mekong Basin,Logistic Regression,anomaly_lag2,-0.054285807119179345,0.060336529254106305
Mekong Basin,Logistic Regression,anomaly_lag3,-0.08674517034956424,0.0964138287003522
Mekong Basin,Logistic Regression,raw_lag1,0.8997170999106621,1.0
Mekong Basin,Logistic Regression,bar_state_lag1,-0.023863023769943596,0.026522807860729875
Mekong Basin,Logistic Regression,rolling_autocorr_3,-0.06657848491119066,0.07399935481697703
Mekong Basin,Logistic Regression,rolling_variance_3,-0.12583731481719962,0.13986320236627126
Mekong Basin,Logistic Regression,rolling_skew_3,0.19351956268030746,0.2150893460839225
Mekong Basin,Logistic Regression,rolling_autocorr_6,-0.2002591114524127,0.22258008819916567
Mekong Basin,Logistic Regression,rolling_variance_6,0.005390414293662253,0.005991232459844875
Mekong Basin,Logistic Regression,rolling_skew_6,0.028105501686052272,0.031238154403026266
